Source,Target
MYC,CDK11B
MYC,CKS2
MYC,CPD
MYC,DDX5
MYC,DNAJB1
MYC,DUSP1
MYC,E2F3
MYC,EEF2
MYC,EI24
MYC,EIF3B
MYC,EIF5
MYC,ENDOU
MYC,EPRS1
MYC,FKBP4
MYC,GCN1
MYC,GM2A
MYC,H6PD
MYC,HAS2
MYC,HERC5
MYC,HNRNPH1
MYC,HSP90AB1
MYC,HSPA1A
MYC,HSPA9
MYC,HSPH1
MYC,IMPACT
MYC,INTS7
MYC,KLF7
MYC,LAMP1
MYC,LDHB
MYC,LENEP
MYC,MAP3K1
MYC,MAPK3
MYC,METAP2
MYC,MIF
MYC,MSH2
MYC,NCAM1
MYC,NOP56
MYC,NUCB1
MYC,NUTF2
MYC,PAM
MYC,PEX19
MYC,PFKM
MYC,PIAS1
MYC,POLR2F
MYC,PPIF
MYC,PPP2R2B
MYC,RANBP1
MYC,RBP1
MYC,RHOB
MYC,RPL12
MYC,RPL13
MYC,RPL21
MYC,RPL23
MYC,RPL30
MYC,RPL32
MYC,RPL35
MYC,RPL36A
MYC,RPL41
MYC,RPL5
MYC,RPL6
MYC,RPL7
MYC,RPL9P8
MYC,RPLP1
MYC,RPS12
MYC,RPS13
MYC,RPS15A
MYC,RPS18
MYC,RPS20
MYC,RPS23
MYC,RPS7
MYC,RPS9
MYC,RUVBL2
MYC,SCARB1
MYC,SLC25A4
MYC,SNRPD3
MYC,SRSF2
MYC,SUMO2
MYC,TLE4
MYC,TPD52
MYC,TPM1
MYC,TRAK1
MYC,TRAP1
MYC,TSPO
MYC,UBE2S
MYC,UCN2
MYC,UNG
MYC,YWHAE
MYC,ZXDB
MYC,ADRB1
MYC,BCAT1
MYC,PDCD10
GABPA,ACHE
GABPA,CHRNE
GABPA,COX4I1
GABPA,DLD
GABPA,ELANE
GABPA,IL2RB
GABPA,ITGB2
GABPA,POLA1
GABPA,PSMB5
GABPA,TSHR
SMAD3,ALPI
SMAD3,ANKRD1
SMAD3,COL1A1
SMAD3,COL3A1
SMAD3,COL5A2
SMAD3,COL6A1
SMAD3,COL6A2
SMAD3,COL6A3
SMAD3,CCN1
SMAD3,DMP1
SMAD3,FABP2
SMAD3,GCLC
SMAD3,HEY1
SMAD3,ITGA11
SMAD3,ITGB1
SMAD3,MET
SMAD3,SERPINB5
SMAD3,SSTR2
SMAD3,TIMP1
SMAD3,TIMP3
SMAD3,TNFRSF11B
SMAD3,TPSAB1
SMAD3,TPSB2
SMAD3,VIM
SMAD3,VIP
GATA4,ADA
GATA4,ALPI
GATA4,CPT1B
GATA4,F10
GATA4,GNRH1
GATA4,HDC
GATA4,MAFK
SMAD2,ALPI
SMAD2,ANKRD1
SMAD2,COL7A1
SMAD2,CCN1
SMAD2,DMP1
SMAD2,FABP2
SMAD2,ITGA11
SMAD2,MET
SMAD2,SPP1
SMAD2,TIMP3
SMAD2,TNFRSF11B
JUN,ALDOA
JUN,GTF3A
JUN,BDKRB1
JUN,CHGA
JUN,COL6A1
JUN,CRYGB
JUN,FABP4
JUN,GATA1
JUN,GCSH
JUN,ITGA2
JUN,KRT14
JUN,PTX3
JUN,SCGB1A1
JUN,SLC46A1
JUN,TPSAB1
JUN,TTPA
JUN,SERPINA3
JUN,TNFRSF11B
NFYA,AMELX
NFYA,CDC25A
NFYA,FDPS
NFYA,GPAM
NFYA,HMGCS1
NFYA,MCM8
NFYA,PNRC2
NFYA,PURA
NFYA,SREBF2
NFYA,STAR
NFYA,TM7SF2
NFYA,ACTB
SMAD6,ANKRD1
SMAD6,CDK6
TCF7,BCL2
TCF7,BCL2L1
TCF7,BIRC5
TCF7,CD4
TCF7,CEACAM5
TCF7,CEACAM6
TCF7,CEBPA
TCF7,EPHB2
TCF7,EPHB3
TCF7,LEF1
TCF7,MSLN
TCF7,NT5E
TCF7,PPARG
TCF7,RUNX2
RUNX2,TCF7
TCF7,TAGLN
TCF7,TPO
TCF7,VEGFA
BCL6,CCL7
RUNX2,ENPP1
RUNX2,GADD45B
RUNX2,SMAD6
ATF6,CALR
ATF6,HSP90B1
ATF6,SEL1L
ATF6,SERP1
HMGA1,CCNB2
HMGA1,FGL1
ELF2,CD3D
ID2,CDKN2A
PPARG,PTGER2
MEF2A,GNRH1
TCF3,COL1A2
POU1F1,PCP2
SOX6,CTBP2
SMAD9,ID2
YY2,IFNB1
NFATC2,PARP1
NFATC2,TNFSF13B
MAF,LALBA
TFAP4,PENK
POU2F1,TFAP2A
RXRA,SLC10A1
RXRA,ADRB1
RXRA,ALDH1A1
RXRA,APOC3
RXRA,BTG2
RXRA,CEBPE
RXRA,CRABP2
RXRA,CRYAB
RXRA,ETS1
RXRA,HOXA1
RXRA,HOXB1
RXRA,RBP1
RXRA,RBP2
RXRA,TH
POU3F1,SOX2
TP73,SERPINB5
TEAD1,VEGFA
ARNT,TFRC
HOXA7,TGM1
MEIS2,DRD1
NFYB,ACTB
PLSCR1,ITPR1
SIX3,WNT1
TBP,GH1
TBP,MBP
TBP,PMF1
GATA4,BCL2L11
GATA4,PTEN
HIF1A,VMP1
HIF1A,KDR
HIF1A,NKX3-1
HIF1A,RGCC
HOXC10,LAMB2
HOXD4,HOXD9
IRF3,IFNG
NR3C1,LMO3
NR3C1,SLC19A2
POU4F2,SLC2A4
POU4F2,RIT2
POU4F2,GSK3B
POU4F2,ACE
POU4F2,PMAIP1
SMAD2,PIN1
SMAD3,PIN1
SMAD3,LGALS9
SREBF1,HNRNPK
YY2,FOS
YY2,TP53
ARNT,IL10RA
ZNF410,CHD4
ZNF410,HBG1
ZNF410,HBG2
MYC,IREB2
ZNF140,FCGR3B
ZNF750,SNAI1
TBX2,OCA2
TBX2,CEBPD
TBX2,FRZB
TBX2,SHISA3
TBX2,CCN4
TBX2,IL33
TBX2,ADAM10
TBX2,TGFB2
TBX2,CCND1
TBX2,GJA5
CHD4,HBG1
CHD4,HBG2
PPARG,TLR4
PPARG,PFKP
PPARG,ACTA2
PPARG,TGFBR1
PPARG,TFAM
PPARG,HSPA9
PPARG,VDAC1
PPARG,MFN2
PPARA,VMP1
AEBP2,FABP4
GLIS3,PAX6
HEY2,TBX2
HEY2,RUNX2
HEY2,KDR
HEY2,HEY1
IRF8,HLA-B
KLF2,VEGFA
RXRA,ACSL3
TBX20,SORBS3
FOXA2,KCNJ11
JUN,USP28
HCFC1,CDK1
HCFC1,CDC6
HCFC1,CCNA2
HCFC1,PDX1
ID2,HES1
IRF4,ALDH1A2
IRF4,ITGAX
GABPA,SULT1A3
GABPA,SULT1A1
IRF6,OVOL1
MEF2B,JUN
MEF2C,CKM
SIRT1,TAGLN
SIRT1,SRF
SIRT1,MEF2C
SIRT1,MYOCD
SIRT1,PPARGC1A
TCF3,SCX
TCF7L2,NPNT
TFE3,ASAH1
TFE3,FNIP2
TFE3,SULT1C2
TRIM27,JUN
TRIM31,JUN
TRIM62,JUN
FHL2,TCF3
FHL2,HAND1
RBFOX2,ESR1
LYAR,IRF3
TCF23,TCF3
TCF23,MYOD1
BCL6,BMI1
BCL6,GLI1
CHD4,KCTD16
GFI1,RAG1
HDAC3,SMAD7
HIF1A,ANKRD37
JUN,FOXC1
JUN,FOXO3
JUN,GREB1
JUN,TNFSF15
KLF14,FOXP3
KLF2,FOXP3
MYC,CAMK2N1
MYC,CCR4
MYC,VPS72
RXRA,CYP24A1
SIRT1,GLI1
SIRT1,HES5
SMAD3,FOXO3
TBL1XR1,SMAD7
TBP,FOXP3
TCF7L2,TGIF1
PPARG,BMAL1
PPARG,GLS
HIF1A,CD274
HIF1A,KDM4B
HIF1A,KDM2A
HIF1A,KDM4C
HIF1A,KDM6B
HIF1A,TM9SF4
HIF1A,KDM5B
HIF1A,KDM5C
HIF1A,KDM5A
HIF1A,KDM2B
HIF1A,KDM7A
HIF1A,KDM1A
HIF1A,PDK1
PPARA,AQP3
POU5F1,GATA4
POU5F1,DNMT1
POU5F1,PAX6
JUN,HSD3B2
JUN,GLS
JUN,RCAN1
TFE3,MYH9
TWIST1,SNAI2
TWIST1,FAP
TWIST1,HGF
SMARCB1,CSF1
MEF2C,MYH10
MEF2C,MYH1
MEF2C,MYH2
MEF2C,MYF6
MYOG,ITGA7
MYOG,CDKN1A
SATB1,IL23A
SATB1,HSPA6
SATB1,CD52
SATB1,IGFBP2
SATB1,TAF11
SATB1,AREG
SATB1,MYB
GFI1,EGR2
MYC,HECTD4
MYC,UBTF
MYC,ITGA7
MYC,IMPDH2
MYC,USP22
MYC,PRPS2
MYC,IMPDH1
MYC,SHMT2
MYC,MYCBP2
MYC,DHODH
MYC,SLC2A1
MEF2A,MYH10
MEF2A,MYH2
MEF2A,MYH1
RUNX1,MYC
RUNX1,ANKRD26
RUNX1,HHEX
HDAC3,ATP6V0E2
SMAD3,CDC25A
NR3C1,KLF9
NR3C1,IRAK3
NR3C1,CEBPA
NR3C1,CEBPD
NR3C1,NR4A1
NR3C1,PER1
NR3C1,RXRA
NR3C1,TIMELESS
NR3C1,PER2
NR3C1,NR2F2
NR3C1,NR4A3
NR3C1,CEBPB
NR3C1,NR4A2
NR3C1,FOXO3
NR3C1,HNF4A
NR3C1,KLF5
SREBF2,SND1
SIRT1,SOD2
NR1D1,PPARGC1A
SOX6,COL2A1
SOX6,HBG2
SOX6,MEST
SOX6,CEBPA
SOX6,PPARG
POU2F1,MYH2
POU2F1,HOXD11
POU2F1,MYH1
POU2F1,MYH10
POU2F1,HOXD10
ATF6,HYOU1
MAFA,NKX6-1
NFE2L2,PGD
NFE2L2,PPAT
NFE2L2,G6PD
NFE2L2,MTHFD2
NFE2L2,TALDO1
NFE2L2,TKT
NFE2L2,PXDN
RUNX2,ALPL
RUNX2,COL2A1
KLF14,SPHK1
FOXP2,GRIN2B
FOXP2,RELN
FOXP2,AUTS2
MZF1,CCN3
MZF1,CCN2
IKZF4,LNPEP
IKZF2,LNPEP
SALL4,SALL1
SALL4,CECR2
SALL4,NANOG
NFATC2,MYOF
NFATC2,GPC6
NFATC2,IL6
NFATC2,FST
HLX,EGR1
HLX,CDKN1C
HLX,JUN
HLX,CCNB1
HLX,ELK1
HLX,MYC
NAB2,TNFSF10
NAB2,GFI1
KLF2,NPNT
KLF2,HBE1
HSF2,HSPA6
MAML2,NOTCH1
MAML2,HES1
NFYB,GCH1
NFYB,PHGDH
ZBTB16,RSAD2
GATA6,PLXNA2
DTX1,ERBB2
NFYA,PHGDH
NFYA,GCH1
IRF3,IL6
CAMTA1,NPPA
LYL1,MEF2C
SREBF1,SND1
SREBF1,PKM
HMGA1,KITLG
ZNF384,MMP1
TEAD1,CCND1
TEAD1,FOXM1
TEAD1,MYF5
TEAD1,BMP4
TEAD1,FOXO3
ZNF304,CDKN2B
ZNF304,CDKN2A
HOXB2,OTX2
ZEB1,FBP1
RBBP8,ATM
MEIS2,CDKN2A
MEIS2,CDH1
PBX3,FGF8
NFKB1,IL32
RXRA,IL10
RXRA,IL2
RXRA,IL12B
RXRA,TGFB2
RXRA,TNFSF10
RXRA,TNFSF11
HMGA1,CXCL12
NFYA,IL10
NFYA,IL4
NFYA,TNFSF11
NFYB,IL10
NFYB,IL4
NFYB,TNFSF11
IRF4,TNF
IRF4,IFNB1
IRF4,IL12B
IRF4,IL23A
IRF4,IL21
IRF4,CCL3
IRF4,IL12A
IRF4,CXCL9
IRF4,IL7
IRF8,TGFB2
IRF8,TNFSF13B
IRF8,IFNL1
IRF8,IFNL3
IRF8,IFNA4
IRF8,CXCL9
IRF8,CXCL14
IRF8,IFNA5
JUN,CX3CL1
JUN,CXCL9
JUN,IL31
NFATC2,CCL5
NFATC2,TNFSF14
NFATC2,IL12B
NFATC2,TNFSF10
NFATC2,IL3
NFATC2,IL17A
MAF,IL21
NFE2L2,IL10
NFE2L2,IL1A
NFE2L2,IL36G
MEF2A,IL1RN
GABPA,IL10
JUNB,IL31
ID2,IL10
IRF3,IFNA2
IRF3,IFNA14
IRF3,IFNA7
HIF1A,TNFSF13B
HIF1A,CXCL6
SMAD3,CXCL1
SMAD3,CCL2
SMAD3,CCL20
SMAD3,IL31
SMAD2,CXCL1
SMAD2,CXCL8
PPARG,TNFSF10
PPARG,CXCL3
RUNX1,IL4
RUNX1,PF4V1
BCL6,CCL4
BCL6,IL1B
BCL6,CCL11
BCL6,IL1A
BCL6,CCL17
BCL6,CXCL2
BCL6,CCL1
BCL6,CCL3
BCL6,CCL13
BCL6,CXCL14
BCL6,CXCL11
BCL6,CCL8
BCL6,CSF1
POU2F1,IL6
TWIST1,IL6
TWIST1,CCL2
TWIST1,CXCL8
TWIST1,CXCL12
ARNT,IL6
NR3C1,IL4
NR3C1,CCL2
NR3C1,IL1A
NR3C1,IL13
NR3C1,CXCL5
PPARA,IL1RN
SALL4,TNF
SALL4,LTA
ZEB1,TGFB1
GATA4,IL33
GFI1,IL5
GFI1,IL13
GFI1,CSF1
GFI1,IL17F
PRRX1,TGFB2
PRRX1,TGFB3
TFAP4,LTA
TCF3,LTA
ARNT,AHRR
AIRE,IFNB1
AIRE,TSHR
AIRE,RAC1
AIRE,CYP2A13
AIRE,COL2A1
ARNT,PTGS2
ARNT,ALDH3A1
ARNT,BNIP3
ARNT,LGALS1
ARNT,HMOX1
ARNT,ALOX12
ATF6,DERL3
ATF6,IL6
ATF6,PPARGC1A
ATF6,VEGFA
ATF6,RCAN1
ATF6,MEF2A
ATF6,PCK2
ATF6,PTPN1
BCL6,CCND1
BCL6,CSF1R
BCL6,CSN2
CEBPG,IFNG
CEBPG,HBG1
CEBPG,EPO
CRX,PAX6
CRX,PCNA
CRX,POU5F1
CTCFL,PGR
CUX1,HLA-B
CUX1,RUNX2
CUX1,CXCL1
CUX1,H3C14
DLX3,DLX4
DLX3,PAX8
DLX3,MAPT
DLX3,PAX2
DLX3,BMP4
DLX4,FGF2
DLX4,ICAM1
DLX4,BMP4
DLX4,MYC
DMRT1,SOHLH1
E4F1,CCND1
ESRRG,WDR5
FOSL1,FGF2
FOSL1,CCND1
FOSL1,PCNA
FOSL1,THBD
FOSL1,THBS2
FOSL1,SNAI2
FOSL1,THBS1
FOSL1,SNAI1
FOXA2,ABCC8
FOXA2,EP300
FOXA2,EN1
FOXA2,IGF2
FOXA2,NR4A2
FOXA2,NEUROG2
FOXA2,APOM
FOXA2,HOXB3
FOXA2,CCN1
FOXA2,EPCAM
FOXA2,SOX9
FOXA2,FOXF1
FOXA3,SLC28A2
FOXI1,SIX1
FOXI1,PAX2
FOXI1,TSC22D1
FOXK1,TNF
GABPA,ROBO4
GABPA,CHRND
GABPA,F9
GABPA,SERINC3
GABPA,ABCC1
GABPA,POU5F1
GABPA,VEGFA
GATA4,TNNI3
GATA4,HSD3B2
GATA4,TNNT1
GATA4,CORIN
GATA4,PDGFRA
GATA4,SOX9
GATA4,VCAM1
GATA4,YY1
GATA6,ALOX15
GATA6,NKX2-1
GATA6,HSD3B2
GATA6,NKX2-5
GATA6,CDH1
GATA6,VEGFA
GFI1,GATA1
GFI1,MAPK1
GFI1,MAPK3
GFI1,LCP1
GFI1,MYB
GLIS3,RUNX2
GLIS3,BGLAP
GLIS3,SPP1
HEY2,SMTN
HIF1A,HSPA1A
HIF1A,MMP1
HIF1A,SLC11A1
HIF1A,VEGFC
HIF1A,ANGPT4
HIF1A,NDRG2
HIF1A,CEBPA
HIF1A,SPP1
HIF1A,DDIT4
HIF1A,MSH6
HIF1A,MSH2
HIF1A,EPOR
HIF1A,MMP9
HIF1A,CDKN1B
HIF1A,COX4I1
HIF1A,KCNA5
HIF1A,CTSD
HIF1A,ANGPT1
HIF1A,MLH1
HIF1A,FN1
HIF1A,MXI1
HIF1A,SLC34A1
HIF1A,HS2ST1
HIF1A,ITGA5
HIF1A,FOXP3
HIF1A,HDC
HIF1A,LCT
HIF1A,SLC9A1
HIF1A,HBB
HIF1A,AQP4
HIF1A,AQP9
HIF1A,BCL2L1
HIF1A,CDKN1C
HIF1A,HDAC2
HIF1A,ESR2
HIF1A,ANGPTL4
HIF1A,ABCC9
HIF1A,IL4
HIF1A,IL10
HIF1A,MMP3
HIF1A,MMP17
HIF1A,PDK3
HIF1A,S100A11
HIF1A,COL2A1
HIF1A,BIRC3
HIF1A,CD151
HIF1A,IL20
HIF1A,KCNJ8
HIF1A,UCN3
HIF1A,THBS1
HIF1A,POLM
HIF1A,ACKR3
HIF1A,SENP1
HIF1A,SMAD4
HIF1A,APC
HIF1A,BNIP3L
HIF1A,GATA4
HIVEP1,SOX9
HLX,IFNG
HLX,CD24
HMGA1,PSEN2
HMGA1,GATA1
HMGA1,CDC6
HMGA1,IL15
HNF4G,AGT
HNF4G,HNF1A
HNF4G,APOC3
HNF4G,HSD17B7
HOXA7,MEIS1
HOXA7,EGFR
HOXB7,TNFRSF11B
HOXC4,CD14
HOXD8,PROX1
PROX1,HOXD8
HOXD8,ANGPT2
ID2,AICDA
ID2,CDH5
ID2,POMC
ID2,CSH1
IRF3,LGALS9
IRF3,CXCL1
IRF3,PPARG
IRF4,IL6
IRF4,DNMT1
IRF8,TP53
ISL2,EPHB1
JDP2,CCND1
JUN,FOSL2
JUN,PRKCD
JUN,HLA-A
JUN,MTHFR
JUN,CYP7A1
JUN,NRL
JUN,AANAT
JUN,IFI16
JUN,CYBA
JUN,RASA1
JUN,DSPP
JUN,KRT17
JUN,PDPK1
JUN,PLAGL1
JUN,TRPC6
JUN,CSF1R
JUN,DEFB103B
JUN,IL13RA2
JUN,CAST
JUN,TPI1
JUN,ZFP36
JUN,KCNAB2
JUN,ITGB1
JUN,MAFA
JUN,MYL2
JUN,CCL20
JUNB,GATA3
JUNB,RUNX2
JUNB,MYL2
JUNB,ZFP36
JUNB,APOC3
KLF2,NQO1
KLF2,SELE
KLF2,THBS1
KLF2,F3
KLF2,NFE2L2
KLF2,TGFB1
KLF2,IFNG
KLF2,ACE
KLF2,HMOX1
KLF2,KDR
KLF2,ADM
KLF2,IL4
KLF2,SERPINH1
MAF,IL13
MAF,CD8A
MAF,COL2A1
MEF2A,TPM1
MEF2A,NOS3
MEF2A,COL1A1
MEF2A,ATP2A2
MEF2A,PCNA
MEF2A,SYNGAP1
MEF2A,MYL11
MEF2B,NOX1
MEF2C,HAND2
MEF2C,DLX5
MEF2C,DLX6
MEF2C,SIX4
MEF2C,VGLL2
MEF2C,ADSS1
MEF2C,MYH6
MEF2C,HJV
MEIS2,PAX6
MYC,CYP2C9
MYC,MT1F
MYC,CDH2
MYC,FAS
MYC,VCAM1
MYC,G6PC1
MYC,ATM
MYC,CCND3
MYC,DHFR
MYC,VAV1
MYC,CDC25B
MYC,PLAUR
MYC,KIT
MYC,CALCA
MYC,CDC73
MYC,FOXO4
MYC,XRCC5
MYC,CHI3L1
MYC,FGF3
MYC,PMS2
MYC,RPS10
MYC,B2M
MYC,BUB1B
MYC,CAST
MYC,ABCB1
MYC,NDUFAF2
MYC,EZR
MYC,RPS6KA6
MYC,MAD2L1
MYC,SGK1
MYC,HMGA1
MYOG,SCN5A
MYOG,VGLL2
MYOG,TPM2
MYOG,SLC2A3
MYOG,TRIM63
MYOG,HJV
MYOG,FBXO32
NEUROD1,PITX1
NEUROD1,OMP
NEUROD1,PDYN
NEUROD1,GNAL
NEUROD1,DLL1
NEUROD1,THRB
NEUROD1,GAL
NFATC2,PLA2G2A
NFATC2,ENTPD2
NFATC2,S100A3
NFE2L2,SLPI
NFE2L2,OSGIN1
NFE2L2,NR3C1
NFE2L2,FOXO3
NFE2L2,MUC5AC
NFE2L2,PSMD4
NFE2L2,IKBKB
NFE2L2,GSTM2
NFE2L2,PPARG
NFE2L2,NR0B2
NFKB1,ATP12A
NFKB1,HLA-A
NFKB1,CCL27
NFYA,GNRHR
NFYA,LEF1
NFYA,SDHC
NFYA,FDFT1
NFYA,FGF4
NFYA,CGA
NFYA,NOTCH1
NFYA,SDHD
NFYA,SDHB
NFYA,ZNF267
NFYB,ABO
NFYB,COL1A2
NFYB,CYC1
NFYB,COL5A3
NFYB,UQCRQ
NFYB,COL11A1
NFYB,GATA4
NR1D1,CRX
NR1D1,CDKN1A
NR1D1,NRL
NR1D1,RORC
NR3C1,FKBP5
NR3C1,FOXO1
NR3C1,ABCB1
NR3C1,TNF
NR3C1,ABCG2
NR3C1,NR3C2
NR3C1,MT1F
NR3C1,MMP3
NR3C1,TGFB1
NR3C1,ABCC2
NR3C1,GSTA2
NR3C1,IRF8
NR3C1,IFNG
NR3C1,IGFBP3
NR3C1,LAD1
NR3C1,PRKCG
NR3C1,GCH1
NR3C1,LPL
NR3C1,TNFRSF11B
NR3C1,FGG
NR3C1,TNFRSF11A
NR3C1,DHRS9
NR3C1,CCN2
NR3C1,TGFBR2
NR3C1,SFTPA1
NR3C1,SLC2A1
NR3C1,TNFSF11
NR3C1,NR1D1
NR3C1,CD40LG
NR3C1,GFAP
NR3C1,ALOX12
NR3C1,DHFR
NR3C1,CAV1
NR3C1,SERPINA6
NR3C1,HPN
NR3C1,IL17A
NR3C1,LYZ
NR3C1,NOS2
NR3C1,SHBG
NR3C1,FBXO32
NR3C1,AMACR
NR3C1,ART3
NR3C1,PIGR
NR3C1,REG1A
NR3C1,SLC1A2
NR3C1,SLC2A3
NR3C1,TGFB2
NR3C1,TGM1
NR3C1,TIMP1
NR3C1,CCR2
NR3C1,ADM
NR3C1,RHOB
NR3C1,ITGB2
NR3C1,KCNN2
NR3C1,MDK
NR3C1,SERPINB5
NR3C1,CCL5
NR3C1,UCP1
NR3C1,ASAH2
NR3C1,CTLA4
NR3C1,DPAGT1
NR3C1,EGFR
NR3C1,RARG
NR3C1,VDR
NR3C1,LCN2
ONECUT1,FOXA1
ONECUT1,INS
PATZ1,TPSAB1
PATZ1,FGF4
POU1F1,CASP3
POU1F1,LEP
POU2F1,POU2F2
POU2F1,SELE
POU2F1,HBB
POU2F1,ATP6V1E1
POU2F1,LEP
POU2F1,FGFR2
POU2F1,PAX3
POU3F1,EGR2
POU3F1,MMP9
POU3F3,EGR2
POU4F2,SHH
POU4F2,NR4A2
POU4F2,EOMES
POU4F2,MSTN
POU5F1,MMP9
POU5F1,MMP13
POU5F1,ZIC3
POU5F1,NES
POU5F1,SLC22A3
PPARG,PPARA
PPARA,PPARG
PPARA,ACOT2
PPARA,SLC15A1
PPARA,HMGCR
PPARA,CCL2
PPARA,UCP2
PPARA,CAT
PPARA,EHHADH
PPARA,TSPO
PPARA,CXCL8
PPARA,NPC1
PPARA,FOS
PPARA,SLC2A2
PPARA,SLC22A3
PPARA,NR1I3
PPARA,ABCB4
PPARA,CYP4A22
PPARA,CYBA
PPARA,CASP3
PPARA,IL4
PPARA,ITGB5
PPARA,HSD17B4
PPARA,CSN2
PPARA,SLC16A7
PPARA,IL10
PPARA,PCSK9
PPARA,ELOVL1
PPARA,ALDH3A2
PPARA,AGTR1
PPARA,CX3CL1
PPARA,IL5
PPARA,FDPS
PPARA,CYP4F12
PPARA,IL17A
PPARA,BSG
PPARA,CASP2
PPARA,KCNIP2
PPARA,CPOX
PPARA,AQP7
PPARA,PCSK5
PPARA,LDLR
PPARA,PRKAA1
PPARA,SLC22A1
PPARA,CYP27B1
PPARA,TLR2
PPARA,UROD
PPARA,CYP4X1
PPARA,NKX6-1
PPARA,ACOT13
PPARA,ACE
PPARA,MYL7
PPARA,CCNB1
PPARA,ABCC1
PPARA,MAFA
PPARA,ALAD
PPARA,PPOX
PPARA,CCL5
PPARA,APP
PPARA,TLR4
PPARA,UROS
PPARA,BAX
PPARA,FURIN
PPARA,FOXP3
PPARG,HSD11B1
PPARG,MMP2
PPARG,FAS
PPARG,CCR2
PPARG,CCL2
PPARG,LEPR
PPARG,PTPN11
PPARG,NDRG1
PPARG,CX3CR1
PPARG,ABCG1
PPARG,GSTA2
PPARG,SCD
PPARG,IGF1
PPARG,MRC1
PPARG,FABP1
PPARG,STAT3
PPARG,DGAT1
PPARG,CD1A
PPARG,IRS1
PPARG,APP
PPARG,NFKBIA
PPARG,IL5
PPARG,PDK4
PPARG,MTTP
PPARG,MSR1
PPARG,GPIHBP1
PPARG,ARRDC3
PPARG,SOD2
PPARG,STAT5A
PPARG,GPX3
PPARG,HSPA1A
PPARG,PLIN5
PPARG,KL
PPARG,ACTG2
PPARG,AQP7
PPARG,MMP13
PPARG,CFD
PPARG,CXCL11
PPARG,SLC9A3
PPARG,TBXA2R
PPARG,APOA1
PPARG,UPK2
PPARG,SLC27A4
PPARG,CD14
PPARG,CYBA
PPARG,CSN2
PPARG,CCR7
PPARG,FLG
PPARG,CGB8
PPARG,PDGFRA
PPARG,NFATC1
PPARG,LORICRIN
PPARG,AQP1
PPARG,DDAH2
PPARG,AR
PPARG,PCNA
PPARG,ADAMTS4
PPARG,CD44
PPARG,CYP2J2
PPARG,PAPPA
PPARG,UPK1A
PPARG,PPARGC1B
PPARG,APOA2
PPARG,COL3A1
PPARG,PON2
PPARG,CYP26B1
PPARG,ALOXE3
PPARG,S100A12
PPARG,CCL3
PPARG,TYR
PPARG,UPK3A
PPARG,GSTZ1
PPARG,CD69
PPARG,PDGFRB
PPARG,IGFBP1
PPARG,ACE
PPARG,ASS1
PPARG,G6PC1
PPARG,MYOG
PPARG,S100A2
PPARG,NFKBIB
PPARG,CES3
PPARG,MYD88
PPARG,FXN
PPARG,ORM1
PPARG,CCNA2
PPARG,DUSP1
PPARG,MUC5AC
PPARG,KMT5A
PPARG,MMP12
PPARG,MYOD1
PPARG,CYP3A7
PPARG,COL10A1
PPARG,PDE3B
PPARG,APOM
PPARG,TLR2
PPARG,CD86
PPARG,CTSS
PPARG,FOXP3
PPARG,NOCT
PPARG,GPAT4
PPARG,GPAM
PPARG,PPP1R14A
PPARG,RBP5
PPARG,APMAP
PPP1R13L,BAX
PROX1,ITGA9
PROX1,PCK2
RUNX1,KDR
RUNX1,FLT3
RUNX1,CD160
RUNX1,SOX5
RUNX1,CD69
RUNX1,SOX6
RUNX1,CBX2
RUNX2,PTHLH
RUNX2,AKT1
RUNX2,GLI1
RUNX2,INS
RUNX2,SHH
RUNX2,RGS2
RUNX2,IL11
RUNX2,IL1B
RUNX2,SPOCK1
RUNX2,RARA
RUNX2,HPSE
RUNX2,SDC4
RUNX2,TSHR
RUNX2,PTCH1
RUNX2,TRAM2
RUNX2,CEBPA
RUNX2,ODAM
RXRA,HIF1A
RXRA,CTNNB1
RXRA,PLAU
RXRA,APOA1
RXRA,ACOX1
RXRA,LPL
RXRA,IER3
RXRA,GCK
RXRA,APOC2
RXRA,CCNE1
RXRA,SCARB1
RXRA,PSG5
RXRA,ESR1
RXRA,HSP90AB1
RXRA,APP
RXRA,SCP2
RXRA,LIPE
RXRA,CHAT
RXRA,ACACB
RXRA,CYP26A1
RXRA,SEMA6B
RXRA,IL4
RXRA,HSD11B1
RXRA,CYP4F12
SATB1,MAF
SATB1,IL13
SATB1,NANOG
SATB1,CTNNB1
SFPQ,PGR
SFPQ,NR3C1
SFPQ,HDAC2
SFPQ,PTGS2
SFPQ,PTPRC
SIX1,CCNA1
SIX1,BMP4
SIX1,FGF10
SIX3,NODAL
SIX3,EMX1
SIX3,PAX2
SMAD2,SMAD4
SMAD2,AGTR1
SMAD2,SNAI2
SMAD2,THBS1
SMAD2,ACTG2
SMAD2,IL1B
SMAD2,COL2A1
SMAD2,XIAP
SMAD2,MUC4
SMAD2,PITX2
SMAD2,TIMP1
SMAD2,ATF3
SMAD2,BAX
SMAD2,BGLAP
SMAD2,FOXC1
SMAD2,ALPP
SMAD2,INS
SMAD2,KRT16
SMAD2,BIRC5
SMAD2,COL3A1
SMAD2,PIAS4
SMAD2,PTK2
SMAD2,RHOB
SMAD2,PSMD9
SMAD2,THBS2
SMAD2,FOXP3
SMAD3,FOS
SMAD3,CCND1
SMAD3,SRF
SMAD3,MEF2C
